,make,model,variant,cc,seating_capacity,fuel_type,local_code
343,HONDA,JAZZ,Non Metallic V CVT,1199,5,Petrol,32931
344,HONDA,AMAZE,V CVT DIESEL,1498,5,Diesel,38863
345,TOYOTA KIRLOSKAR,CAMRY,2.5V AT,2494,5,Petrol,38427
346,VOLKSWAGEN,BEETLE,2.0 AT,1984,4,Petrol,17549
347,VOLKSWAGEN,BEETLE,,1276,5,Petrol,21715
348,VOLKSWAGEN,BEETLE,1.4 TSI,1395,4,Petrol,31160
349,VOLKSWAGEN,BEETLE,1.4 TSI AT,1395,5,Petrol,33327
350,VOLVO,XC60,SUMMUM D3,1984,4,Diesel,40055
351,SKODA,YETI,AMBIENTE,1968,5,Diesel,20907
352,MARUTI,ALTO 800,Lxi CNG (4 STR),796,4,CNG,32745
353,TATA MOTORS LTD,ZEST,XMS QUADRAJET 90PS DIESEL,1248,5,Diesel,28491
354,TATA MOTORS LTD,ZEST,XTA QUADRAJET 90PS DIESEL,1248,5,Diesel,36325
355,VOLVO,S60,KINETIC D3,1984,5,Diesel,24206
356,VOLVO,V40,CROSS COUNTRY D3,1984,5,Diesel,26361
357,VOLVO,XC60,2.0 KINETIC D3,1984,5,Diesel,24419
358,VOLVO,S90,INSCRIPTION LUXURY,1969,5,Diesel,34716
359,VOLVO,V40 CROSS COUNTRY,D3 INSCRIPTION,1969,5,Diesel,34764
360,VOLVO,S60,D4,1984,5,Diesel,25821
361,MARUTI,BALENO HATCHBACK,RS,998,5,Petrol,32339
362,PORSCHE,911,GT3 RS 2 STR,3996,2,Petrol,40008
363,MARUTI,ERTIGA,SMART HYBRID VXI,1462,7,Petrol,40251
364,HONDA,CITY,SV MT PETROL,1497,5,Petrol,27474
365,HONDA,CITY,V MT PETROL,1497,5,Petrol,27473
366,HONDA,JAZZ,X,1198,5,Petrol,20679
367,SKODA,LAURA,1.9 TDI MT,1896,5,Diesel,19904
368,SKODA,LAURA,2.0 TDI AT L AND K,1968,5,Diesel,17069
369,TOYOTA KIRLOSKAR,COROLLA ALTIS,DG,1364,5,Diesel,32098
370,TOYOTA KIRLOSKAR,COROLLA ALTIS,1.4 HO DIESEL,1364,5,Diesel,24415
371,VOLKSWAGEN,PASSAT,TRENDLINE MT,1968,5,Diesel,25697
372,VOLVO,S90,MOMENTUM D4,1969,5,Diesel,39979
373,AUDI,AUDI Q5,45 TFSI TECHNOLOGY,1984,5,Petrol,40018
374,TATA MOTORS LTD,INDIGO ECS,GLS,1193,5,Petrol,33172
375,AUDI,AUDI Q7,40 TFSI PREMIUM PLUS,1984,7,Petrol,39006
376,BMW,3-SERIES,330 D,2993,4,Diesel,22970
377,VOLVO,XC60,KINETIC D4,1984,5,Diesel,27270
378,HONDA,JAZZ,MODE,1198,5,Petrol,12629
379,JEEP,COMPASS,LIMITED PLUS 2.0 DIESEL,1956,5,Diesel,39607
380,JEEP,COMPASS,LIMITED PLUS 2.0 DIESEL 4X4,1956,5,Diesel,39606
381,TOYOTA KIRLOSKAR,INNOVA CRYSTA,TOURING SPORT 2.4 VX MT 7 STR,2393,7,Diesel,36826
382,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 G MT 7 STR,2393,7,Diesel,31520
383,FORD,ECOSPORT,AMBIENTE 1.5 TDCi,1498,5,Diesel,26384
384,MITSUBISHI,OUTLANDER,2.4 MIVEC 7 SEATER,2360,7,Petrol,24130
385,HONDA,CITY,GXI,1497,5,Petrol,22615
386,HONDA,JAZZ,1.2 S MT,1198,5,Petrol,22322
387,HONDA,CITY,1.5 EXI AT,1497,5,Petrol,25742
388,HONDA,BRIO,E MT,1198,5,Petrol,22553
389,HONDA,CITY,SV PETROL,1497,5,Petrol,35812
390,TOYOTA KIRLOSKAR,PLATINUM ETIOS,GXD,1364,5,Diesel,36476
391,MERCEDES-BENZ.,C-CLASS,220 CDI BLUE EFFICIENCY,2143,5,Diesel,26881
392,MARUTI,ERTIGA,ZXI PLUS,1373,7,Petrol,30854
393,MARUTI,ERTIGA,ZXI,1373,7,Petrol,24000
394,TOYOTA KIRLOSKAR,PLATINUM ETIOS,VXD,1364,5,Diesel,36478
395,TOYOTA KIRLOSKAR,PLATINUM ETIOS,VX,1496,5,Petrol,36475
396,TOYOTA KIRLOSKAR,PLATINUM ETIOS,VD,1364,5,Diesel,36477
397,SKODA,SUPERB,L&K 2.0 TDI AT,1968,5,Diesel,32400
398,VOLVO,XC90,EXCELLENCE,1969,4,Petrol,36071
399,MERCEDES-BENZ.,CLS,250 CDI,2143,5,Diesel,30039
400,MERCEDES-BENZ.,B-CLASS,B 180 CDI,2143,5,Diesel,26498
401,SKODA,OCTAVIA,AMBITION 2.0 TDI CR AT,1968,5,Diesel,27088
402,SKODA,OCTAVIA,ACTIVE 2.0 TDI CR,1968,5,Diesel,27082
403,SKODA,OCTAVIA,AMBITION 2.0 TDI CR,1968,5,Diesel,27086
404,SKODA,LAURA,ELEGANCE 1.9 PD,1896,5,Diesel,12912
405,SKODA,LAURA,1.9 TDI AT AMBIENTE,1896,5,Diesel,17065
406,SKODA,LAURA,1.9 TDI AT ELEGANCE,1896,5,Diesel,17066
407,FERRARI,812,SUPERFAST,6496,2,Petrol,40010
408,SKODA,SUPERB,ELEGANCE 1.8 TSI AT,1798,5,Petrol,24435
409,MERCEDES-BENZ.,E-CLASS,63 AMG.,3982,5,Petrol,39965
410,HONDA,AMAZE,1.2 VXMT i-VTEC,1198,5,Petrol,27060
411,MARUTI,SWIFT,ZDI PLUS AGS,1248,5,Diesel,39468
412,VOLVO,XC60,SUMMUM D4,1984,5,Diesel,27271
413,SKODA,LAURA,ELEGANCE 2.0 TDI CR AT,1968,5,Diesel,19229
414,SKODA,YETI,ELEGANCE,1968,5,Diesel,20906
415,SKODA,YETI,ELEGANCE 4 X 2,1968,5,Diesel,28575
416,SKODA,LAURA,L AND K 1.9 PD,1896,5,Diesel,12913
417,SKODA,LAURA,AMBIENTE 2.0 TDI CR MT,1968,5,Diesel,19226
418,SKODA,LAURA,ELEGANCE 2.0 TDI CR MT,1968,5,Diesel,19230
419,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.7 GX MT 7 STR,2694,7,Petrol,32415
420,TOYOTA KIRLOSKAR,INNOVA CRYSTA,TOURING SPORT 2.7 VX MT 7 STR,2694,7,Petrol,36825
421,TOYOTA KIRLOSKAR,INNOVA CRYSTA,TOURING SPORT 2.7 ZX AT 7 STR,2694,7,Petrol,36824
422,TOYOTA KIRLOSKAR,INNOVA CRYSTA,TOURING SPORT 2.8 ZX AT 7 STR,2755,7,Diesel,36827
423,VOLKSWAGEN,AMEO,1.0L HIGHLINE PLUS (P),999,5,Petrol,39230
424,MERCEDES-BENZ.,S-CLASS,350 D,2925,5,Diesel,31414
425,MERCEDES-BENZ.,C-CLASS,C 220 CDI STYLE,2143,5,Diesel,31329
426,MERCEDES-BENZ.,GL,320 CDI,2987,5,Diesel,20255
427,MERCEDES-BENZ.,CLA,200 CDI Sport,2143,5,Diesel,29374
428,MERCEDES-BENZ.,M-CLASS,W164,2987,5,Diesel,29301
429,MERCEDES-BENZ.,B-CLASS,B 200 CDI,2143,5,Diesel,29569
430,MERCEDES-BENZ.,E-CLASS,250CDIBlueEFFICIENCY,2143,5,Diesel,18036
431,MITSUBISHI,MONTERO,3.2 GLS,3200,7,Diesel,12863
432,VOLVO,S60,SUMMUM D3,1984,5,Diesel,24205
433,MERCEDES-BENZ.,C-CLASS,C 200 PROGRESSIVE,1497,5,Petrol,40302
434,MARUTI,WAGON R,VXI WITH ABS - BS III,1061,5,Petrol,12819
435,MARUTI,ERTIGA,ZXI AT,1462,7,Petrol,40060
436,TOYOTA KIRLOSKAR,INNOVA,TOURING SPORT 2.7 ZX AT,2494,7,Petrol,39011
437,TOYOTA KIRLOSKAR,INNOVA,TOURING SPORT 2.7 VX MT,2494,7,Petrol,39012
438,GENERAL MOTORS,BEAT,LT 1.0,936,5,Diesel,22295
439,GENERAL MOTORS,CAPTIVA,2.0 LT 5 STR,1991,5,Diesel,25286
440,GENERAL MOTORS,CAPTIVA,2.0 LT MT,1991,7,Diesel,17426
441,BMW,6-SERIES,GT 630D LUXURY LINE,2993,5,Diesel,39030
442,HONDA,AMAZE,S AT PETROL,1198,5,Petrol,26108
443,HONDA,CITY,1.5 S MT,1497,5,Petrol,19091
444,BMW,7-SERIES,730 LD,2993,5,Diesel,21083
445,AUDI,AUDI A6,2.0 TDI,1968,5,Diesel,22660
446,TATA MOTORS LTD,ZEST,XE QUADRAJET 75PS DIESEL,1248,5,Diesel,28487
447,VOLKSWAGEN,AMEO,1.0L TRENDLINE (P),999,5,Petrol,40040
448,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 V 8S,2393,8,Diesel,36644
449,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 ZX AT 7 STR,2755,7,Diesel,31512
450,AUDI,AUDI A4,35 TDI PREMIUM PLUS,1968,5,Diesel,40243
451,MARUTI,CIAZ,ZDI SHVS,1248,5,Diesel,31668
452,VOLKSWAGEN,VENTO,HIGHLINE DIESEL,1598,5,Diesel,20377
453,VOLKSWAGEN,POLO,1.2L COMFORTLINE (D),1199,5,Diesel,18626
454,VOLKSWAGEN,POLO,1.2L TRENDLINE (D),1199,5,Diesel,18625
455,VOLKSWAGEN,VENTO,TRENDLINE DIESEL,1598,5,Diesel,20374
456,VOLKSWAGEN,POLO,1.2L HIGHLINE (D),1199,5,Diesel,18627
457,MARUTI,BALENO HATCHBACK,Sigma 1.2,1197,5,Petrol,30559
458,MARUTI,DZIRE,VXI,1197,5,Petrol,36542
459,TOYOTA KIRLOSKAR,COROLLA ALTIS,HN G DIESEL,1364,5,Diesel,22662
460,PORSCHE,PANAMERA,TURBO SPORT TURISMO,3996,5,Petrol,40168
461,PORSCHE,PANAMERA,TURBO EXECUTIVE,3996,5,Petrol,40167
462,MARUTI,SWIFT,1.2 LXi,1197,5,Petrol,38117
463,MARUTI,SWIFT,1.3 ZDi AMT,1248,5,Diesel,38125
464,MERCEDES-BENZ.,E-CLASS,E 400 CABRIOLET 4 SEATER,2996,4,Petrol,36115
465,MERCEDES-BENZ.,MAYBACH,S 500 EURO IV,4663,5,Petrol,36590
466,MERCEDES-BENZ.,MAYBACH,S 500 V8,4663,4,Petrol,36589
467,MERCEDES-BENZ.,MAYBACH,S 600 V12,5980,4,Petrol,36588
468,PORSCHE,PANAMERA,4.0 TURBO,3996,4,Petrol,38284
469,TOYOTA KIRLOSKAR,INNOVA CRYSTA,TOURING SPORT DIESEL MT,2393,7,Diesel,36788
470,FORD,ASPIRE,AMBIENTE 1.5 TDCi,1498,5,Diesel,39720
471,HONDA,CITY,1.5 EXI AUTO TRANSMISSION,1493,5,Petrol,32943
472,FORD,FIESTA,1.4 ZXI TDCI,1399,5,Diesel,12515
473,FORD,FUSION,1.4 TDCI DIESEL,1399,5,Diesel,12520
474,FORD,FUSION,PLUS DIESEL,1399,5,Diesel,12522
475,FORD,FIESTA,1.4 TDCI LIMITED EDITION,1399,5,Diesel,16972
476,FORD,ASPIRE,TREND 1.5 TDCi,1498,5,Diesel,39721
477,AUDI,AUDI S4,3.0 TFSI,2995,5,Petrol,25589
478,TOYOTA KIRLOSKAR,CAMRY,2.5G,2494,5,Petrol,26398
479,BMW,3-SERIES,320D M SPORT,1995,5,Diesel,33626
480,MARUTI,ERTIGA,SMART HYBRID LXI,1462,7,Petrol,40253
481,HONDA,CITY,E MT PETROL,1497,5,Petrol,27475
482,HONDA,WR-V,S MT PETROL,1199,5,Petrol,36053
483,HONDA,AMAZE,1.2 V i-VTEC,1199,5,Petrol,38679
484,HONDA,AMAZE,1.2 V AT i-VTEC,1199,5,Petrol,38680
485,HONDA,WR-V,S MT EDGE EDITION PETROL,1199,5,Petrol,38876
486,HONDA,WR-V,S MT EDGE EDITION DIESEL,1498,5,Diesel,38877
487,HONDA,AMAZE,1.2 E i-VTEC,1199,5,Petrol,38853
488,HONDA,AMAZE,1.2 VX i-VTEC,1199,5,Petrol,38855
489,HONDA,CITY,I VTECH,1497,5,Petrol,27871
490,HONDA,AMAZE,1.2 S i-VTEC,1199,5,Petrol,38760
491,HONDA,AMAZE,1.2 S AT i-VTEC,1199,5,Petrol,38761
492,HONDA,BR-V,V CVT PETROL STYLE EDITION,1497,7,Petrol,39692
493,HONDA,BR-V,V MT PETROL STYLE EDITION,1497,7,Petrol,39690
494,HONDA,BR-V,VX MT PETROL STYLE EDITION,1497,7,Petrol,39691
495,HONDA,BR-V,S MT PETROL STYLE EDITION,1497,7,Petrol,39671
496,HONDA,NEW JAZZ,VX CVT,1199,5,Petrol,39132
497,HONDA,AMAZE,S DIESEL,1498,5,Diesel,26107
498,HONDA,AMAZE,1.5 VXMT i-DTEC,1498,5,Diesel,26369
499,HONDA,BRIO,EX MT,1198,5,Petrol,25396
500,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.7 ZX AT 7 STR,2694,7,Petrol,32410
501,BMW,7-SERIES,M 760LI XDRIVE,6592,4,Petrol,39929
502,HONDA,CITY,1.3 DX,1343,5,Petrol,19201
503,HONDA,AMAZE,1.2 EMT i-VTEC,1198,5,Petrol,27568
504,FIAT,LINEA,ACTIVE 1.3 MJD,1248,5,Diesel,12474
505,FIAT,LINEA,DYNAMIC 1.3 MJD,1248,5,Diesel,12476
506,FIAT,LINEA,DYNAMIC PK 1.3 MJD,1248,5,Diesel,12478
507,FIAT,LINEA,EMOTION PK 1.3 MJD,1248,5,Diesel,12482
508,FIAT,AVVENTURA,1.3 MULTIJET ACTIVE,1248,5,Diesel,28773
509,FIAT,AVVENTURA,1.3 MULTIJET EMOTION,1248,5,Diesel,28771
510,AUDI,AUDI Q7,40 TFSI TECHNOLOGY PACK,1984,7,Petrol,39003
511,MERCEDES-BENZ.,GLS,350 D 4MATIC,2987,7,Diesel,31774
512,MERCEDES-BENZ.,CLS,320,2987,4,Diesel,21984
513,SKODA,FABIA,NEW CLASSIC 1.2 TDI,1199,5,Diesel,20929
514,SKODA,FABIA,NEW ELEGANCE 1.2 TDI,1199,5,Diesel,20935
515,SKODA,FABIA,CLASSIC 1.4 PD TDI,1422,5,Diesel,12908
516,SKODA,FABIA,NEW AMBIENTE 1.2 TDI,1199,5,Diesel,20933
517,MITSUBISHI,PAJERO,2.8,2835,6,Diesel,19210
518,MITSUBISHI,MONTERO,3.2 DSL TURBO,3200,7,Diesel,20649
519,BMW,X3,xDRIVE 30i LUXURY LINE,1998,5,Petrol,40149
520,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 GX AT 7 STR,2755,7,Diesel,31514
521,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 ZX MT 7 STR,2393,7,Diesel,31515
522,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 VX MT 8 STR,2393,8,Diesel,31516
523,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 GX MT 8 STR,2393,8,Diesel,31518
524,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 V 7S,2393,7,Diesel,36645
525,SKODA,SUPERB,1.8 TSI MT,1798,5,Petrol,19876
526,BMW,6-SERIES,GT 630i LUXURY LINE,1998,5,Petrol,39125
527,TOYOTA KIRLOSKAR,LEXUS LX,570 5 STR,5663,5,Petrol,39830
528,TOYOTA KIRLOSKAR,COROLLA ALTIS,J DIESEL,1364,5,Diesel,20125
529,TOYOTA KIRLOSKAR,COROLLA ALTIS,GL DIESEL,1364,5,Diesel,20127
530,MARUTI,ERTIGA,SMART HYBRID VDI,1248,7,Diesel,40305
531,MARUTI,VITARA BREZZA,VDI AGS,1248,5,Diesel,39657
532,VOLVO,V40,D3 2.0L,1969,5,Diesel,32556
533,TOYOTA KIRLOSKAR,PLATINUM ETIOS,GX,1496,5,Petrol,36473
534,TOYOTA KIRLOSKAR,PLATINUM ETIOS,V,1496,5,Petrol,36474
535,BMW,3-SERIES,320D GT SPORT LINE,1995,5,Diesel,31711
536,BMW,X5,xDRIVE 30D M SPORT,2993,5,Diesel,31629
537,BMW,X3,xDRIVE 20D EXPEDITION,1995,5,Diesel,31347
538,BMW,5-SERIES,520D MODERN LINE,1995,5,Diesel,30426
539,BMW,7-SERIES,745 LI,4398,5,Diesel,20424
540,BMW,5-SERIES,530D HIGHLINE SEDAN,2993,5,Diesel,12437
541,BMW,X1,S DRIVE 20D CKD,1995,5,Diesel,21521
542,FORD,FIGO,1.4 DURATORQ DIESEL LXI,1399,5,Diesel,18931
543,FORD,FIGO,1.4 DURATORQ DIESEL EXI,1399,5,Diesel,18932
544,SKODA,OCTAVIA,RIDER 1.9 TDI,1896,5,Diesel,17071
545,SKODA,OCTAVIA,ELEGANCE 1.9 TDI,1896,5,Diesel,12917
546,SKODA,OCTAVIA,1.9 TDI,1896,5,Diesel,19087
547,SKODA,OCTAVIA,RIDER AT 1.9 TDI,1896,5,Diesel,19084
548,SKODA,OCTAVIA,ELEGANCE PLUS 1.9 TDI,1896,5,Diesel,19088
549,SKODA,OCTAVIA,L AND K,1896,5,Diesel,12918
550,FORD,FIGO,1.4 DURATORQ DIESEL ZXI,1399,5,Diesel,18933
551,FORD,FIGO,1.4 DURATORQ DIESEL TITANIUM,1399,5,Diesel,18934
552,SKODA,OCTAVIA,AMBIENTE 1.9 TDI,1896,5,Diesel,12916
553,SKODA,SUPERB,AMBITION 2.0 TDI AT,1968,5,Diesel,24434
554,MARUTI,CELERIO,VXI (O) CNG,998,5,CNG,40095
555,VOLKSWAGEN,VENTO,COMFORTLINE DIESEL,1598,5,Diesel,23172
556,MERCEDES-BENZ.,C-CLASS,C 220 D PRIME,1950,5,Diesel,39499
557,MERCEDES-BENZ.,C-CLASS,C 220 D PROGRESSIVE,1950,5,Diesel,39500
558,SKODA,LAURA,1.9 TDI PD,1896,5,Diesel,24450
559,TOYOTA KIRLOSKAR,COROLLA ALTIS,D 4D J DIESEL,1364,5,Diesel,30719
560,SKODA,SUPERB,AMBITION 1.8 TSI MT,1798,5,Petrol,24437
561,TATA MOTORS LTD,ARIA,PLEASURE 4X4,2179,7,Diesel,20710
562,SKODA,KODIAQ,L&K TDI AT,1968,7,Diesel,39923
563,SKODA,SUPERB,ELEGANCE 2.0 TDI CR,1968,5,Diesel,24211
564,PORSCHE,CAYENNE,E HYBRID,2995,5,Petrol,39865
565,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 VX MT 7 STR,2393,7,Diesel,31517
566,MERCEDES-BENZ.,CLS,300 D,1950,5,Diesel,40334
567,TOYOTA KIRLOSKAR,INNOVA,2.5 VX - 7 SEATER,2494,7,Diesel,13065
568,BMW,7-SERIES,730LD SEDAN,2993,4,Diesel,12442
569,FORD,MUSTANG,,4942,5,Petrol,25978
570,VOLKSWAGEN,PHAETON,.,3189,5,Petrol,25258
571,BMW,3-SERIES,320D SPORT LINE,1995,5,Diesel,26394
572,FERRARI,599,GTB FIORANO,5999,2,Petrol,25944
573,FORD,CLASSIC,1.6 DURATEC TITANIUM,1596,5,Petrol,27408
574,MARUTI,ALTO 800,LX CNG,796,5,CNG,25373
575,MARUTI,ALTO 800,STD,796,5,Petrol,25376
576,MAZDA,RX 8,1.8,1800,4,Petrol,26085
577,MARUTI,CELERIO,VXI AT,998,5,Petrol,27582
578,SUBARU,FORESTER,,1994,5,Diesel,25918
579,TATA MOTORS LTD,INDICA EV2 XETA,GLS,1193,5,Petrol,25694
580,ICML,RHINO RX,CRDFI 7 STR,1994,7,Diesel,24397
581,FORD,CLASSIC,1.6 DURATEC CLXI,1596,5,Petrol,27411
582,AUDI,AUDI Q3,2.0 TFSI QUATTRO,1984,5,Petrol,26133
583,MARUTI,ERTIGA,LXI CNG,1373,7,CNG,26414
584,TATA MOTORS LTD,SAFARI STORME,2.2 LX 4x2,2179,7,Diesel,25400
585,ASHOK LEYLAND,STILE,LS 7 STR,1461,7,Diesel,27165
586,MARUTI,SX4,VXI CNG,1586,5,CNG,20631
587,TATA MOTORS LTD,MOVUS,LX 7 STR,2179,7,Diesel,28220
588,TATA MOTORS LTD,MOVUS,LX 8 STR,2179,8,Diesel,28222
589,FORD,FIESTA CLASSIC,1.6 DURATEC TITANIUM,1596,5,Petrol,26686
590,MINI,COOPER COUNTRYMAN,COOPER D HIGH,1598,5,Diesel,27138
591,MINI,COOPER COUNTRYMAN,COOPER D,1598,5,Diesel,27139
592,TOYOTA KIRLOSKAR,LAND CRUISER PRADO,TX,3956,7,Diesel,25849
593,BMW,6-SERIES,640 D GRAN COUPE,2993,4,Petrol,25833
594,PREMIER.,PREMIER RIO,PLUS GLX,1173,5,Petrol,28022
595,GENERAL MOTORS,TAVERA,NEO 3 LT 9-SEATER BS IV,1999,9,Diesel,26298
596,TOYOTA KIRLOSKAR,ETIOS LIVA,GD,1364,5,Diesel,22833
597,INFINITI,INFINITI FX,3.0 S PREMIUM V6,2993,5,Diesel,25320
598,TATA MOTORS LTD,SAFARI,4X2 LX DICOR 2.2 VTT,2179,7,Diesel,13002
599,VOLKSWAGEN,T5 MULTIVAN,HIGHLINE,2461,7,Diesel,26071
600,GENERAL MOTORS,SAIL U-VA,1.3 LS ABS,1248,5,Diesel,25620
601,GENERAL MOTORS,ENJOY,1.3 TCDI LS 7 STR,1248,7,Diesel,26193
602,MARUTI,ALTO 800,LX,796,5,Petrol,25377
603,TOYOTA KIRLOSKAR,ETIOS LIVA,GD SP,1364,5,Diesel,22736
604,AUDI,AUDI A7,SPORTBACK 3.0 TDI QUATTRO 5 STR,2967,5,Diesel,26093
605,GENERAL MOTORS,SAIL U-VA,1.3 BASE,1248,5,Diesel,26167
606,AUDI,AUDI Q3,2.0 TDI QUATTRO,1968,5,Diesel,24268
607,MARUTI,ALTO 800,LXI CNG,796,5,CNG,25372
608,TOYOTA KIRLOSKAR,PRIUS,1.5,1497,5,Petrol,24413
609,MARUTI,SWIFT DZIRE,VXI,1298,5,Petrol,12802
610,FORD,IKON,1.3 CLXi,1299,5,Petrol,21818
611,GENERAL MOTORS,BEAT,LS 1.2 LPG,1199,5,LPG,21614
612,SKODA,FABIA,FABIA AMBITION 1.2 MPI,1198,5,Petrol,22943
613,TATA MOTORS LTD,INDIGO MARINA,LS - BS II,1405,5,Petrol,12984
614,ISUZU,MU 7,,2999,7,Diesel,26039
615,TATA MOTORS LTD,MOVUS,CX 9 STR,2179,9,Diesel,28218
616,BMW,6-SERIES,645 Ci,4398,4,Petrol,26491
617,TOYOTA KIRLOSKAR,LEXUS RX,RX 300,2995,5,Petrol,25789
618,FORD,FIESTA CLASSIC,1.4 TDCI CLXI,1399,5,Diesel,25855
619,ATUL AUTO,GEM PAXX,,436,4,Diesel,25818
620,GENERAL MOTORS,SAIL U-VA,1.2 BASE,1199,5,Petrol,25624
621,GENERAL MOTORS,TAVERA,NEO 3 LT 9-SEATER BS III,2499,9,Diesel,26299
622,VOLKSWAGEN,JETTA,1.4 COMFORTLINE TSI,1390,5,Petrol,24390
623,VOLKSWAGEN,JETTA,1.4 TRENDLINE TSI,1390,5,Petrol,24391
624,TATA MOTORS LTD,INDICA VISTA,LS TDI,1405,5,Diesel,22563
625,PORSCHE,911,CARRERA S,3800,4,Petrol,12882
626,TOYOTA KIRLOSKAR,LAND CRUISER,LC 200 VX,4461,7,Diesel,26056
627,LAMBORGHINI,MURCIELAGO,LP 670-4 SUPERVELOCE,6500,2,Petrol,26631
628,MARUTI,STINGRAY,LXI,998,5,Petrol,26632
629,MARUTI,STINGRAY,VXI OPT,998,5,Petrol,26629
630,MARUTI,RITZ,ZDI BS IV,1248,5,Diesel,25382
631,FIAT,AVVENTURA,1.4 FIRE DYNAMIC,1368,5,Petrol,28774
632,TOYOTA KIRLOSKAR,ETIOS CROSS,1.2 G,1197,5,Petrol,28006
633,AUDI,AUDI Q3,2.0 TDI QUATTRO PREMIUM,1968,5,Diesel,28822
634,PORSCHE,CAYMAN,S TIPTRONIC,3436,2,Petrol,12895
635,TATA MOTORS LTD,SUMO GOLD,CX 11STR,2956,11,Diesel,28046
636,PORSCHE,CAYMAN,BASE TIPTRONIC,2706,2,Petrol,12894
637,PORSCHE,911,TURBO S,3800,4,Petrol,28961
638,TATA MOTORS LTD,MOVUS,CX 8 STR,2179,8,Diesel,28216
639,MARUTI,CELERIO,LXI AT,998,5,Petrol,27581
640,MARUTI,CELERIO,ZXI OPT,998,5,Petrol,27584
641,GENERAL MOTORS,TAVERA,B1 6-SEATER,2499,6,Diesel,28163
642,MARUTI,ALTO 800,LXI (AIRBAG),796,5,Petrol,25371
643,MARUTI,SWIFT,ZXI,1298,5,Petrol,12798
644,MARUTI,CIAZ,ZXI AT,1373,5,Petrol,28707
645,MARUTI,CIAZ,VDI,1248,5,Diesel,28712
646,MARUTI,CIAZ,VXI+,1373,5,Petrol,28713
647,MARUTI,CIAZ,VDI+,1248,5,Diesel,28709
648,MARUTI,CIAZ,ZXI (O),1373,5,Petrol,28710
649,MARUTI,CIAZ,ZXI,1373,5,Petrol,28711
650,MARUTI,CIAZ,VXI,1373,5,Petrol,28714
651,MARUTI,SWIFT DZIRE,TOUR DIESEL,1248,5,Diesel,26178
652,MARUTI,ALTO 800,STD CNG,796,5,CNG,25374
653,AUDI,AUDI A8,L 4.2 TDI QUATTRO,4134,5,Diesel,29402
654,TOYOTA KIRLOSKAR,COROLLA ALTIS,1.8G AT PETROL,1798,5,Petrol,28247
655,TOYOTA KIRLOSKAR,FORTUNER,SPORTIVO 4 X 2 AT,2982,7,Diesel,27146
656,ISUZU,MU 7,High BS IV,2999,5,Diesel,28041
657,FIAT,AVVENTURA,1.4 FIRE ACTIVE,1368,5,Petrol,28775
658,MARUTI,CELERIO,GREEN VXI,998,5,CNG,28192
659,ISUZU,MU 7,High BS III,2999,5,Diesel,28040
660,FIAT,PALIO STILE,1.1 SLE,1108,5,Petrol,12492
661,TOYOTA KIRLOSKAR,FORTUNER,4 X 4 MT LIMITED EDITION,2982,7,Diesel,27145
662,SKODA,FABIA,ACTIVE PLUS 1.2 TDI CR,1199,5,Diesel,24280
663,SKODA,RAPID,AMBITION 1.6 MPI MT PLUS,1598,5,Petrol,27797
664,TATA MOTORS LTD,NANO,CNG EMAX LX,624,4,CNG,27683
665,TATA MOTORS LTD,SUMO GOLD,FX 7STR,2956,7,Diesel,27099
666,PORSCHE,PANAMERA,DIESEL.,2967,4,Diesel,27966
667,MARUTI,RITZ,VXI AT BS IV,1197,5,Petrol,28421
668,TOYOTA KIRLOSKAR,LEXUS,LX 570 SUV,5700,7,Petrol,28630
669,BENTLEY,BENTLEY CONTINENTAL,GTC V8,3993,4,Petrol,26773
670,AUDI,AUDI Q5,3.0 TDI QUATTRO PREMIUM PLUS,2967,5,Diesel,29669
671,AUDI,AUDI Q5,3.0 TDI QUATTRO TECHNOLOGY PACK,2967,5,Diesel,29670
672,PORSCHE,911,CARRERA 3.4,3436,4,Petrol,28876
673,AUDI,AUDI Q7,3.0 TDI TECHNOLOGY PACK,2967,6,Diesel,27437
674,AUDI,AUDI Q7,3.0 TDI PREMIUM PLUS,2967,6,Diesel,27695
675,TOYOTA KIRLOSKAR,FORTUNER,SPORTIVO 4 X 2 MT,2982,7,Diesel,27147
676,VOLKSWAGEN,CROSS POLO,1.2 TDI,1199,5,Diesel,26660
677,GENERAL MOTORS,ENJOY,1.3 TCDI LT 7 STR,1248,7,Diesel,26191
678,ISUZU,MU 7,Base BS IV,2999,5,Diesel,28042
679,TOYOTA KIRLOSKAR,ETIOS LIVA,TRD SPORTIVO DIESEL,1364,5,Diesel,28884
680,FORD,FIGO ASPIRE,TITANIUM 1.2 Ti-VCT,1196,5,Petrol,30171
681,LAMBORGHINI,HURACAN,LP 610-4,5204,2,Petrol,28798
